15	3	1	uniform	REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
15	3	4	exp	G001279695	0.175756	0.44267	0.19921779718583033
15	3	4	exp	G001279725	0.1821	0.38757	0.2137777971858303
15	3	4	exp	G001279985	0.157612	0.55206	0.1533753913987663
15	3	4	exp	G001298575	0.160674	0.56556	0.16410906978613565
15	3	4	exp	G001418335	0.159207	0.54127	0.16502997193196628
15	3	4	exp	G001418415	0.160738	0.49863	0.16112539139876633
15	3	4	exp	G001418465	0.172526	0.47757	0.17529779718583033
15	3	4	exp	G001418495	0.179172	0.36022	0.21259779718583033
15	3	4	exp	G001418585	0.152812	0.60289	0.15129112984946536
15	3	4	exp	G001418655	0.156769	0.61115	0.14974997193196626
15	3	4	exp	G001419695	0.15983	0.45556	0.16684539139876634
15	3	4	exp	G001419745	0.169326	0.48992	0.1735577971858303
15	3	4	exp	G001493375	0.200177	0.30228	0.24946779718583031
15	3	4	exp	G001509795	0.154756	0.54519	0.14504655147632237
15	3	4	exp	G001511815	0.158288	0.57142	0.14933829754135303
15	3	4	exp	G001513975	0.145927	0.62488	0.14683655147632235
15	3	4	exp	G001611795	0.153984	0.60386	0.14916539139876633
15	3	4	exp	G001646665	0.174119	0.43957	0.18940779718583028
15	3	4	exp	G001654495	0.161629	0.51196	0.15262829754135304
15	3	4	exp	G001660045	0.159237	0.55217	0.15638539139876634
15	3	4	exp	G001693675	0.183855	0.4054	0.21924779718583032
15	3	4	exp	G001729485	0.183866	0.42132	0.2027677971858303
15	3	4	exp	G001746425	0.181455	0.41612	0.20675779718583032
15	3	4	exp	G001750785	0.180446	0.39979	0.20348779718583032
15	3	4	exp	G001751375	0.195819	0.3141	0.2541277971858303
15	3	4	exp	G001905365	0.18065	0.43526	0.19473779718583029
15	3	4	exp	G900090125	0.1965	0.31839	0.25344779718583027
15	3	4	exp	G900142575	0.193151	0.38698	0.24213779718583028
15	3	5	uniform	REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
15	3	5	uniform	G000009765	0.181047	0.45249	0.17702313312052462
15	3	5	uniform	G000010605	0.198066	0.38657	0.20757116637972195
15	3	5	uniform	G000091305	0.18576	0.46761	0.1882546551309465
15	3	5	uniform	G000092385	0.200536	0.39657	0.22709357947000647
15	3	5	uniform	G000147815	0.200976	0.39784	0.22585357947000645
15	3	5	uniform	G000156435	0.181441	0.45282	0.18419465513094652
15	3	5	uniform	G000158915	0.199134	0.37712	0.23298357947000647
15	3	5	uniform	G000158935	0.179094	0.49798	0.18845465513094653
15	3	5	uniform	G000158955	0.183336	0.43855	0.18825465513094652
15	3	5	uniform	G000163875	0.20595	0.3233	0.22866116637972195
15	3	5	uniform	G000203835	0.178464	0.49596	0.1885146551309465
15	3	5	uniform	G000213055	0.204831	0.32414	0.2282726963123573
15	3	5	uniform	G000225525	0.199866	0.05832	0.18071465513094648
15	3	5	uniform	G000240165	0.206766	0.36103	0.22705870053230895
15	3	5	uniform	G000242715	0.204402	3e-05	0.20279465513094652
15	3	5	uniform	G000253235	0.197134	0.37845	0.19984116637972194
15	3	5	uniform	G000317595	0.185344	0.42266	0.1845346551309465
15	3	5	uniform	G000331005	0.187267	0.41293	0.19127063906218472
15	3	5	uniform	G000342125	0.201886	0.33482	0.21067887148219902
15	3	5	uniform	G000349325	0.185421	0.44174	0.17973465513094652
15	3	5	uniform	G000373565	0.206356	0.01415	0.19996129425681158
15	3	5	uniform	G000373665	0.203952	0.05389	0.23179870053230892
15	3	5	uniform	G000375725	0.224193	0.03503	0.20696116637972195
15	3	5	uniform	G000376565	0.186801	0.45402	0.18502063906218474
15	3	5	uniform	G000380165		0.26976870053230895
15	3	5	uniform	G000381025	0.21035	0.27767	0.26011772570798064
15	3	5	uniform	G000384175	0.191401	0.15773	0.19988116637972192
15	3	5	uniform	G000424785	0.205008	0.32464	0.24334772570798066
15	3	5	uniform	G000424825	0.203095	0.32736	0.22957438143305908
15	3	5	uniform	G000424845	0.204546	0.27098	0.2431783864322664
15	3	5	uniform	G000424965	0.199073	0.32367	0.23300098716606443
15	3	5	uniform	G000426325	0.203179	0.30914	0.2224043814330591
15	3	5	uniform	G000429085	0.195465	0.33219	0.20528116637972194
15	3	5	uniform	G000444875	0.184485	0.44767	0.1721446551309465
15	3	5	uniform	G000497405	0.205329	0.24502	0.25190438143305915
15	3	5	uniform	G000497425	0.200101	0.36084	0.21600116637972194
15	3	5	uniform	G000497445	0.184399	0.43173	0.1860946551309465
15	3	5	uniform	G000695235	0.196837	0.4024	0.20648161443196242
15	3	5	uniform	G000716215	0.184262	0.44357	0.18487465513094647
15	3	5	uniform	G000716675	0.192423	0.42974	0.1890212942568116
15	3	5	uniform	G000716805	0.187831	0.418	0.19285313312052466
15	3	5	uniform	G000717025	0.199713	0.35282	0.21171116637972195
15	3	5	uniform	G000717345	0.193365	0.40518	0.20002161443196242
15	3	5	uniform	G000718015	0.196873	0.35585	0.20344161443196246
15	3	5	uniform	G000718095	0.199486	0.34573	0.21076116637972192
15	3	5	uniform	G000718315	0.187504	0.4339	0.18380465513094651
15	3	5	uniform	G000718595	0.196313	0.3805	0.20121116637972195
15	3	5	uniform	G000718635	0.197313	0.38112	0.20988887148219904
15	3	5	uniform	G000718985	0.200701	0.30134	0.2340042947018573
15	3	5	uniform	G000719135	0.215543	0.26658	0.25621744744537495
15	3	5	uniform	G000719265	0.200731	0.35183	0.20524887148219903
15	3	5	uniform	G000719335	0.199027	0.37447	0.21036116637972196
15	3	5	uniform	G000719955	0.19628	0.38519	0.20307269631235728
15	3	5	uniform	G000720455	0.200964	0.36403	0.21769116637972197
15	3	5	uniform	G000720475	0.193877	0.40534	0.1971212942568116
15	3	5	uniform	G000721105	0.183565	0.43372	0.1780046551309465
15	3	5	uniform	G000721235	0.182167	0.48605	0.18475465513094652
15	3	5	uniform	G000721265	0.202306	0.32164	0.23461116637972196
15	3	5	uniform	G000721275	0.199005	0.3947	0.20455116637972193
15	3	5	uniform	G000721445	0.207538	0.36108	0.2396977257079806
15	3	5	uniform	G000725495	0.183411	0.46059	0.17998313312052466
15	3	5	uniform	G000725795	0.183903	0.39235	0.1854846551309465
15	3	5	uniform	G000745345	0.210329	0.30613	0.23892870053230894
15	3	5	uniform	G000802245	0.191259	0.35061	0.20314465513094648
15	3	5	uniform	G000818195	0.198855	0.13673	0.21476116637972192
15	3	5	uniform	G000819545	0.18729	0.1694	0.1901846551309465
15	3	5	uniform	G000827005	0.197582	0.38434	0.203521591865406
15	3	5	uniform	G000830005	0.197255	0.38938	0.19726116637972196
15	3	5	uniform	G000935125	0.196205	0.36113	0.1994516144319624
15	3	5	uniform	G000938975	0.200112	0.40672	0.22240357947000644
15	3	5	uniform	G000968255	0.182118	0.46268	0.17920313312052463
15	3	5	uniform	G000993785	0.210402	0.25706	0.24813744744537486
15	3	5	uniform	G001005085	0.186263	0.47751	0.1840546551309465
15	3	5	uniform	G001011035	0.205203	0.36446	0.24051234806587285
15	3	5	uniform	G001013905	0.183529	0.45085	0.17841465513094654
15	3	5	uniform	G001083795	0.215693	0.2901	0.25593744744537494
15	3	5	uniform	G001187435	0.201779	0.33546	0.20818887148219903
15	3	5	uniform	G001278075	0.19826	0.37591	0.21290116637972192
15	3	5	uniform	G001279695	0.19432	0.38943	0.20615116637972195
15	3	5	uniform	G001279725	0.202148	0.31319	0.22071116637972193
15	3	5	uniform	G001279985	0.186966	0.44607	0.18303465513094652
15	3	5	uniform	G001298575	0.184653	0.45309	0.18826063906218476
15	3	5	uniform	G001418335	0.185907	0.44795	0.18931313312052464
15	3	5	uniform	G001418415	0.183959	0.43755	0.1907846551309465
15	3	5	uniform	G001418465	0.191491	0.42025	0.19156129425681162
15	3	5	uniform	G001418475	0.182943	0.44983	0.18865465513094648
15	3	5	uniform	G001418495	0.19352	0.30042	0.2124935794700065
15	3	5	uniform	G001418585	0.183471	0.45288	0.18304465513094648
15	3	5	uniform	G001418655	0.185725	0.43942	0.17403313312052465
15	3	5	uniform	G001419695	0.186663	0.38691	0.1965046551309465
15	3	5	uniform	G001419745	0.19027	0.43299	0.1898212942568116
15	3	5	uniform	G001493375	0.209897	0.26573	0.24487744744537493
15	3	5	uniform	G001509795	0.181649	0.45504	0.1754346551309465
15	3	5	uniform	G001511815	0.183901	0.47873	0.1772446551309465
15	3	5	uniform	G001513975	0.182637	0.42497	0.17722465513094648
15	3	5	uniform	G001514045	0.18277	0.45285	0.18365465513094648
15	3	5	uniform	G001611795	0.184178	0.44767	0.17882465513094653
15	3	5	uniform	G001646665	0.197538	0.38849	0.19634116637972196
15	3	5	uniform	G001654495	0.181059	0.46131	0.18053465513094652
15	3	5	uniform	G001660045	0.180575	0.47135	0.1860446551309465
15	3	5	uniform	G001693675	0.205397	0.31635	0.22618116637972194
15	3	5	uniform	G001729485	0.192161	0.4	0.1982616144319624
15	3	5	uniform	G001746425	0.198833	0.35984	0.21369116637972196
15	3	5	uniform	G001750785	0.196441	0.38237	0.21042116637972197
15	3	5	uniform	G001751375	0.205808	0.31275	0.24414772570798066
15	3	5	uniform	G001905365	0.198745	0.37007	0.20167116637972193
15	3	5	uniform	G900090125	0.127042	0.40984	0.2104867011921431
15	3	5	uniform	G900142575	0.206705	0.32615	0.23968870053230895
15	3	5	exp	REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
15	3	5	exp	G000009765	0.177473	0.48414	0.16775625449159023
15	3	5	exp	G000010605	0.197137	0.39841	0.20528479313518946
15	3	5	exp	G000091305	0.182857	0.49089	0.17850665003527846
15	3	5	exp	G000092385	0.200928	0.40087	0.22777486169816535
15	3	5	exp	G000147815	0.20129	0.40384	0.22653486169816536
15	3	5	exp	G000156435	0.177672	0.48263	0.17444665003527846
15	3	5	exp	G000158915	0.199859	0.38058	0.23366486169816536
15	3	5	exp	G000158935	0.175522	0.52673	0.17870665003527847
15	3	5	exp	G000158955	0.180156	0.46536	0.17850665003527846
15	3	5	exp	G000163875	0.205639	0.33801	0.2263747931351895
15	3	5	exp	G000203835	0.175321	0.52593	0.17876665003527845
15	3	5	exp	G000213055	0.203415	0.33898	0.22482661360754772
15	3	5	exp	G000225525	0.200912	0.05957	0.17096665003527844
15	3	5	exp	G000240165	0.206347	0.3684	0.22873485076252326
15	3	5	exp	G000242715	0.146516	0.0001	0.19304665003527843
15	3	5	exp	G000253235	0.196264	0.39217	0.1975547931351895
15	3	5	exp	G000317595	0.182996	0.45107	0.17478665003527843
15	3	5	exp	G000331005	0.184438	0.44024	0.1814948231880928
15	3	5	exp	G000342125	0.201709	0.34267	0.21141793513199575
15	3	5	exp	G000349325	0.183004	0.46824	0.16998665003527846
15	3	5	exp	G000373565	0.192795	0.02516	0.19374247694313795
15	3	5	exp	G000373665	0.214222	0.04392	0.23347485076252325
15	3	5	exp	G000375725	0.224999	0.03396	0.20467479313518946
15	3	5	exp	G000376565	0.18409	0.47876	0.1752448231880928
15	3	5	exp	G000380165		0.2714448507625232
15	3	5	exp	G000381025	0.210929	0.28272	0.26498906258794414
15	3	5	exp	G000384175	0.191227	0.15428	0.1975947931351895
15	3	5	exp	G000424785	0.20528	0.32966	0.24821906258794413
15	3	5	exp	G000424825	0.203141	0.33242	0.23311067834825625
15	3	5	exp	G000424845	0.2054	0.27644	0.24600869153596425
15	3	5	exp	G000424965	0.202475	0.31288	0.2422621622314882
15	3	5	exp	G000426325	0.203691	0.31397	0.22594067834825624
15	3	5	exp	G000429085	0.195693	0.34323	0.20299479313518948
15	3	5	exp	G000444875	0.180549	0.47601	0.16239665003527848
15	3	5	exp	G000497405	0.205379	0.2485	0.2554406783482563
15	3	5	exp	G000497425	0.19989	0.37402	0.21371479313518946
15	3	5	exp	G000497445	0.181053	0.45728	0.17634665003527847
15	3	5	exp	G000695235	0.19891	0.40495	0.20900393970219672
15	3	5	exp	G000716215	0.180664	0.47177	0.17512665003527844
15	3	5	exp	G000716675	0.191127	0.44637	0.18280247694313798
15	3	5	exp	G000716805	0.185722	0.43932	0.18358625449159027
15	3	5	exp	G000717025	0.198874	0.36883	0.2094247931351895
15	3	5	exp	G000717345	0.195325	0.40459	0.2025439397021967
15	3	5	exp	G000718015	0.198051	0.35636	0.2059639397021967
15	3	5	exp	G000718095	0.199107	0.35876	0.2084747931351895
15	3	5	exp	G000718315	0.183768	0.46079	0.17405665003527845
15	3	5	exp	G000718595	0.195122	0.39651	0.1989247931351895
15	3	5	exp	G000718635	0.198156	0.38784	0.2106279351319957
15	3	5	exp	G000718985	0.201527	0.31091	0.23682785036185058
15	3	5	exp	G000719135	0.216075	0.27003	0.258802072798226
15	3	5	exp	G000719265	0.201333	0.35926	0.20598793513199573
15	3	5	exp	G000719335	0.198075	0.38834	0.20807479313518948
15	3	5	exp	G000719955	0.195516	0.40106	0.19962661360754771
15	3	5	exp	G000720455	0.200069	0.37504	0.21540479313518948
15	3	5	exp	G000720475	0.192431	0.42246	0.19090247694313797
15	3	5	exp	G000721105	0.180251	0.46383	0.16825665003527843
15	3	5	exp	G000721235	0.178755	0.51484	0.17500665003527846
15	3	5	exp	G000721265	0.201249	0.33311	0.23232479313518947
15	3	5	exp	G000721275	0.198139	0.41036	0.20226479313518947
15	3	5	exp	G000721445	0.207357	0.36614	0.24456906258794414
15	3	5	exp	G000725495	0.180402	0.48752	0.17071625449159028
15	3	5	exp	G000725795	0.180563	0.42067	0.17573665003527847
15	3	5	exp	G000745345	0.210535	0.31271	0.24060485076252325
15	3	5	exp	G000802245	0.188433	0.37733	0.19339665003527842
15	3	5	exp	G000818195	0.198918	0.13298	0.21247479313518947
15	3	5	exp	G000819545	0.1877	0.1624	0.18043665003527845
15	3	5	exp	G000827005	0.19584	0.40202	0.19989473910084096
15	3	5	exp	G000830005	0.196673	0.40383	0.1949747931351895
15	3	5	exp	G000935125	0.198568	0.36064	0.2019739397021967
15	3	5	exp	G000938975	0.200477	0.41014	0.22308486169816535
15	3	5	exp	G000968255	0.178692	0.49446	0.16993625449159028
15	3	5	exp	G000993785	0.211014	0.26111	0.25072207279822595
15	3	5	exp	G001005085	0.182782	0.50556	0.17430665003527845
15	3	5	exp	G001011035	0.205355	0.36963	0.24228029073046944
15	3	5	exp	G001013905	0.179963	0.48071	0.16866665003527848
15	3	5	exp	G001083795	0.216089	0.29313	0.2585220727982259
15	3	5	exp	G001187435	0.20213	0.34337	0.20892793513199576
15	3	5	exp	G001278075	0.197644	0.38872	0.2106147931351895
15	3	5	exp	G001279695	0.193677	0.40263	0.20386479313518951
15	3	5	exp	G001279725	0.201021	0.32544	0.2184247931351895
15	3	5	exp	G001279985	0.183746	0.47181	0.17328665003527846
15	3	5	exp	G001298575	0.181912	0.48105	0.17848482318809278
15	3	5	exp	G001418335	0.183693	0.47269	0.18004625449159026
15	3	5	exp	G001418415	0.18107	0.4659	0.18103665003527847
15	3	5	exp	G001418465	0.189888	0.43689	0.18534247694313796
15	3	5	exp	G001418475	0.180643	0.47062	0.17890665003527845
15	3	5	exp	G001418495	0.194087	0.30621	0.21317486169816532
15	3	5	exp	G001418585	0.180526	0.47963	0.17329665003527844
15	3	5	exp	G001418655	0.183432	0.46393	0.16476625449159024
15	3	5	exp	G001419695	0.183477	0.41076	0.18675665003527847
15	3	5	exp	G001419745	0.188682	0.44779	0.18360247694313797
15	3	5	exp	G001493375	0.210464	0.27391	0.247462072798226
15	3	5	exp	G001509795	0.178311	0.48395	0.16568665003527844
15	3	5	exp	G001511815	0.180083	0.50499	0.16749665003527844
15	3	5	exp	G001513975	0.179377	0.45263	0.16747665003527842
15	3	5	exp	G001514045	0.180136	0.48096	0.17390665003527844
15	3	5	exp	G001611795	0.180475	0.47269	0.16907665003527844
15	3	5	exp	G001646665	0.196038	0.40368	0.19405479313518947
15	3	5	exp	G001654495	0.177589	0.49023	0.1707866500352785
15	3	5	exp	G001660045	0.177243	0.49934	0.17629665003527847
15	3	5	exp	G001693675	0.204542	0.32955	0.22389479313518948
15	3	5	exp	G001729485	0.194391	0.4005	0.20078393970219668
15	3	5	exp	G001746425	0.198173	0.37166	0.21140479313518948
15	3	5	exp	G001750785	0.195708	0.39695	0.20813479313518948
15	3	5	exp	G001751375	0.206044	0.31826	0.24901906258794418
15	3	5	exp	G001905365	0.197401	0.38109	0.1993847931351895
15	3	5	exp	G900090125	0.154992	0.36289	0.22935098476044652
15	3	5	exp	G900142575	0.207199	0.33462	0.24136485076252323
15	5	1	uniform	REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
15	5	1	uniform	G000009765	0.191398	0.36561	0.2284153306146555
15	5	1	uniform	G000010605	0.194123	0.38034	0.2271126089261446
15	5	1	uniform	G000091305	0.19258	0.37271	0.24163498829935975
15	5	1	uniform	G000092385	0.197821	0.3732	0.23593259351395668
15	5	1	uniform	G000147815	0.19669	0.37302	0.23469259351395666
15	5	1	uniform	G000156435	0.189103	0.37624	0.23712979578842358
15	5	1	uniform	G000158915	0.196128	0.37019	0.24182259351395669
15	5	1	uniform	G000158935	0.182042	0.40848	0.24138979578842357
15	5	1	uniform	G000158955	0.189172	0.36337	0.24118979578842356
15	5	1	uniform	G000163875	0.199127	0.32794	0.24869938442762785
15	5	1	uniform	G000203835	0.189517	0.39309	0.24144979578842357
15	5	1	uniform	G000204605	0.192906	0.36577	0.24029049469871944
15	5	1	uniform	G000213055	0.202717	0.30748	0.25409348999069126
15	5	1	uniform	G000225525	0.208435	0.05184	0.23282334798886647
15	5	1	uniform	G000240165	0.196638	0.34243	0.2230869039463091
15	5	1	uniform	G000242715	0.222207	0.00127	0.2559547600891626
15	5	1	uniform	G000253235	0.195385	0.36968	0.2198793844276279
15	5	1	uniform	G000317595	0.1945	0.35503	0.23791498829935975
15	5	1	uniform	G000331005	0.194103	0.35356	0.2449104946987194
15	5	1	uniform	G000342125	0.196745	0.33947	0.2223731530591777
15	5	1	uniform	G000349325	0.187572	0.36833	0.232163034100443
15	5	1	uniform	G000373565	0.228988	0.00743	0.23796301942312909
15	5	1	uniform	G000375725	0.236044	0.01984	0.2265026089261446
15	5	1	uniform	G000376565	0.193395	0.37398	0.23866049469871942
15	5	1	uniform	G000380165	0.24556	8e-05	0.2666742406797404
15	5	1	uniform	G000381025	0.201848	0.28375	0.25378081436554406
15	5	1	uniform	G000384175	0.224475	0.02321	0.2199193844276279
15	5	1	uniform	G000424785	0.194487	0.33752	0.23701081436554405
15	5	1	uniform	G000424825	0.190744	0.35602	0.2167399291008515
15	5	1	uniform	G000424845	0.193386	0.28594	0.2356442432179857
15	5	1	uniform	G000424965	0.191317	0.31529	0.23701081436554405
15	5	1	uniform	G000426325	0.163303	0.43317	0.18659045613102182
15	5	1	uniform	G000429085	0.194605	0.32719	0.22482260892614458
15	5	1	uniform	G000444875	0.190814	0.3732	0.2253047600891626
15	5	1	uniform	G000497445	0.190855	0.34872	0.23925476008916263
15	5	1	uniform	G000695235	0.198113	0.36776	0.2224331530591777
15	5	1	uniform	G000716215	0.189004	0.36642	0.2377162580002215
15	5	1	uniform	G000716675	0.194657	0.36484	0.22702301942312908
15	5	1	uniform	G000716805	0.19356	0.34696	0.24424533061465548
15	5	1	uniform	G000717025	0.196177	0.33584	0.23125260892614458
15	5	1	uniform	G000717345	0.193376	0.37042	0.2159731530591777
15	5	1	uniform	G000717745	0.191634	0.35615	0.22368315305917771
15	5	1	uniform	G000718015	0.195967	0.32157	0.21939315305917773
15	5	1	uniform	G000718095	0.195173	0.34527	0.226724869977962
15	5	1	uniform	G000718315	0.193117	0.35677	0.23696476008916256
15	5	1	uniform	G000718595	0.19501	0.35837	0.2212493844276279
15	5	1	uniform	G000718635	0.1955	0.35944	0.22158315305917772
15	5	1	uniform	G000718985	0.191009	0.32094	0.2264887884269
15	5	1	uniform	G000719135	0.205363	0.30243	0.2328982209782104
15	5	1	uniform	G000719265	0.194824	0.34053	0.21694315305917772
15	5	1	uniform	G000719335	0.194586	0.36949	0.2303993844276279
15	5	1	uniform	G000719955	0.1979	0.35526	0.22889348999069126
15	5	1	uniform	G000720455	0.196157	0.35787	0.2377293844276279
15	5	1	uniform	G000720475	0.194462	0.34709	0.23512301942312908
15	5	1	uniform	G000721105	0.188061	0.37787	0.23084625800022152
15	5	1	uniform	G000721235	0.185592	0.39678	0.23768979578842353
15	5	1	uniform	G000721265	0.197706	0.3076	0.25247599160863843
15	5	1	uniform	G000721275	0.194654	0.37726	0.22458938442762788
15	5	1	uniform	G000721445	0.198104	0.3542	0.23336081436554407
15	5	1	uniform	G000725495	0.192249	0.37906	0.23137533061465548
15	5	1	uniform	G000725795	0.189678	0.34593	0.2386447600891626
15	5	1	uniform	G000745345	0.200054	0.32186	0.23349910705086008
15	5	1	uniform	G000802245	0.194103	0.29634	0.2563047600891626
15	5	1	uniform	G000818195	0.236718	0.02187	0.230724869977962
15	5	1	uniform	G000819545	0.187299	0.22967	0.24355314807300504
15	5	1	uniform	G000827005	0.195416	0.35301	0.23013652851938585
15	5	1	uniform	G000830005	0.194282	0.37321	0.2172993844276279
15	5	1	uniform	G000935125	0.193889	0.34119	0.21540315305917773
15	5	1	uniform	G000938975	0.196441	0.37383	0.23124259351395665
15	5	1	uniform	G000964305	0.194383	0.31492	0.23715081436554403
15	5	1	uniform	G000968255	0.19193	0.37122	0.23059533061465548
15	5	1	uniform	G000993785	0.200096	0.29215	0.23018054950350328
15	5	1	uniform	G001005085	0.192504	0.39325	0.2372147600891626
15	5	1	uniform	G001011035	0.199667	0.36894	0.23898965602501637
15	5	1	uniform	G001013905	0.191485	0.37247	0.23134979578842357
15	5	1	uniform	G001083795	0.201718	0.33088	0.22963180082228354
15	5	1	uniform	G001187435	0.195314	0.33958	0.21988315305917772
15	5	1	uniform	G001278075	0.192934	0.35839	0.2329393844276279
15	5	1	uniform	G001279695	0.194209	0.34459	0.22618938442762793
15	5	1	uniform	G001279725	0.196948	0.3308	0.2407493844276279
15	5	1	uniform	G001279985	0.191645	0.38728	0.23596979578842353
15	5	1	uniform	G001298575	0.196298	0.36948	0.24190049469871944
15	5	1	uniform	G001418335	0.190367	0.3524	0.24070533061465546
15	5	1	uniform	G001418415	0.191551	0.34919	0.24371979578842357
15	5	1	uniform	G001418465	0.196586	0.35411	0.22956301942312907
15	5	1	uniform	G001418475	0.192001	0.35812	0.2420349882993597
15	5	1	uniform	G001418495	0.188866	0.31581	0.22133259351395668
15	5	1	uniform	G001418585	0.192222	0.37466	0.23588625800022156
15	5	1	uniform	G001418655	0.192909	0.37205	0.22542533061465547
15	5	1	uniform	G001419695	0.190135	0.32225	0.24943979578842357
15	5	1	uniform	G001419745	0.194604	0.3732	0.2278230194231291
15	5	1	uniform	G001509795	0.188472	0.37988	0.22754334798886647
15	5	1	uniform	G001511815	0.191532	0.39529	0.23040476008916258
15	5	1	uniform	G001514045	0.188894	0.36775	0.23649625800022153
15	5	1	uniform	G001611795	0.189892	0.37601	0.2317597957884236
15	5	1	uniform	G001646665	0.194181	0.37507	0.21637938442762789
15	5	1	uniform	G001654495	0.192098	0.36878	0.23369476008916257
15	5	1	uniform	G001660045	0.191267	0.39057	0.23897979578842357
15	5	1	uniform	G001693675	0.198325	0.32223	0.24621938442762786
15	5	1	uniform	G001729485	0.194868	0.37694	0.2142131530591777
15	5	1	uniform	G001746425	0.195448	0.352	0.23372938442762792
15	5	1	uniform	G001750785	0.195762	0.34999	0.2304593844276279
15	5	1	uniform	G001751375	0.194823	0.34436	0.23781081436554402
15	5	1	uniform	G001905365	0.195057	0.36768	0.22121260892614458
15	5	1	uniform	G900090125	0.194383	0.31492	0.23713081436554403
15	5	1	uniform	G900142575	0.196836	0.34229	0.23425910705086006
15	5	1	exp	REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
15	5	1	exp	G000009765	0.191823	0.36404	0.23063839371850278
15	5	1	exp	G000010605	0.193727	0.38106	0.22895336332788108
15	5	1	exp	G000091305	0.19286	0.37222	0.24391894823172203
15	5	1	exp	G000092385	0.196976	0.37645	0.23697186804017606
15	5	1	exp	G000147815	0.195722	0.37627	0.23573186804017604
15	5	1	exp	G000156435	0.189416	0.37747	0.2394958245649494
15	5	1	exp	G000158915	0.195745	0.37434	0.24286186804017607
15	5	1	exp	G000158935	0.182183	0.40717	0.24375582456494937
15	5	1	exp	G000158955	0.190058	0.36238	0.2435558245649494
15	5	1	exp	G000163875	0.19822	0.32892	0.2504707169480037
15	5	1	exp	G000203835	0.190018	0.39227	0.24381582456494943
15	5	1	exp	G000204605	0.193015	0.3671	0.24255131820161008
15	5	1	exp	G000213055	0.201964	0.30931	0.2558597177465749
15	5	1	exp	G000225525	0.209374	0.05077	0.23534172797078107
15	5	1	exp	G000240165	0.195675	0.34639	0.22386018588822326
15	5	1	exp	G000242715	0.222753	0.00126	0.2582793179072015
15	5	1	exp	G000253235	0.195437	0.37127	0.22165071694800376
15	5	1	exp	G000317595	0.194835	0.35204	0.240198948231722
15	5	1	exp	G000331005	0.194843	0.35426	0.24717131820161004
15	5	1	exp	G000342125	0.195744	0.34331	0.22350351208124541
15	5	1	exp	G000349325	0.18826	0.36455	0.2346224816676657
15	5	1	exp	G000373565	0.197785	0.02068	0.23994686057696774
15	5	1	exp	G000375725	0.236584	0.01929	0.22834336332788108
15	5	1	exp	G000376565	0.194119	0.37107	0.24092131820161
15	5	1	exp	G000380165	0.24556	8e-05	0.2674069868710211
15	5	1	exp	G000381025	0.201004	0.28693	0.25333577833032317
15	5	1	exp	G000384175	0.224672	0.02272	0.2216907169480038
15	5	1	exp	G000424785	0.193605	0.34452	0.23656577833032316
15	5	1	exp	G000424825	0.189262	0.36585	0.21590402328594352
15	5	1	exp	G000424845	0.192337	0.29493	0.2356207018111697
15	5	1	exp	G000424965	0.190106	0.32227	0.23656577833032316
15	5	1	exp	G000426325	0.160533	0.45618	0.18307407013623886
15	5	1	exp	G000429085	0.194397	0.32952	0.22666336332788106
15	5	1	exp	G000444875	0.190761	0.37132	0.2276293179072015
15	5	1	exp	G000497445	0.191326	0.34797	0.2415793179072015
15	5	1	exp	G000695235	0.197319	0.37189	0.22356351208124542
15	5	1	exp	G000716215	0.190208	0.36502	0.24009952996474976
15	5	1	exp	G000716675	0.194525	0.365	0.2290068605769677
15	5	1	exp	G000716805	0.193914	0.34648	0.24646839371850274
15	5	1	exp	G000717025	0.195775	0.33648	0.23309336332788105
15	5	1	exp	G000717345	0.192485	0.37269	0.21710351208124543
15	5	1	exp	G000717745	0.19079	0.36121	0.22481351208124545
15	5	1	exp	G000718015	0.195105	0.32639	0.22052351208124543
15	5	1	exp	G000718095	0.19482	0.34444	0.22906559542911298
15	5	1	exp	G000718315	0.193462	0.35674	0.23928931790720154
15	5	1	exp	G000718595	0.194694	0.36078	0.2230207169480038
15	5	1	exp	G000718635	0.194865	0.36381	0.2227135120812454
15	5	1	exp	G000718985	0.190072	0.32719	0.22646927660544164
15	5	1	exp	G000719135	0.20402	0.30524	0.2331804505696866
15	5	1	exp	G000719265	0.194366	0.34443	0.21807351208124542
15	5	1	exp	G000719335	0.193865	0.37156	0.23217071694800379
15	5	1	exp	G000719955	0.197086	0.35752	0.2306597177465749
15	5	1	exp	G000720455	0.195695	0.35941	0.23950071694800376
15	5	1	exp	G000720475	0.194212	0.3482	0.2371068605769677
15	5	1	exp	G000721105	0.188866	0.37552	0.23322952996474983
15	5	1	exp	G000721235	0.186161	0.3987	0.2400558245649494
15	5	1	exp	G000721265	0.196782	0.31042	0.25455104485996705
15	5	1	exp	G000721275	0.194163	0.37743	0.22636071694800375
15	5	1	exp	G000721445	0.196896	0.36116	0.23291577833032318
15	5	1	exp	G000725495	0.192157	0.37685	0.23359839371850277
